Artist,Title,Year,Instrument,Genre,ID,Danceability,Energy,Valence,Tempo,Duration_MS
Squarepusher,Port Rhombus,1997,Drums,Electronic / Dance,0SzGPoQNfq8WwDTrpG9uZz,,,,,
2G's (PX 1),Hunt and Seek,1995,Drums,Electronic / Dance,,,,,,
Kraddy,"Drowning, Although Terrifying, Seems Like It Would Be the Most Peaceful Way to D",2003,Drums,Electronic / Dance,,,,,,
Shawn K. Clement,Boss Theme (Magica's Manor),2000,Drums,Other,,,,,,
"Jonathan Gunton, Henri Joel Rio and Eric Pierre",The Castle (Time Trial),1998,Drums,Soundtrack,,,,,,
Swift & Zinc,Blind Faith,1995,Drums,Electronic / Dance,,,,,,
Just Jungle,Come Fi Nice It Up,1994,Drums,Electronic / Dance,,,,,,
Matrix (Hardcore),Listen Up,1993,Drums,Electronic / Dance,,,,,,
Skanna,All You Wanted,1994,Drums,Electronic / Dance,0KpbchL0dVxPCovTekZ1sI,,,,,
Chimeira,Deeper Life,1994,Drums,Electronic / Dance,4IVKrmQu1H91n9ffQJNs7L,,,,,
Oblivion,Sands of Time,1996,Drums,Electronic / Dance,54YPWdUvLuXEZH0QmLbCkH,,,,,
Eternal Bass,Way of the Future,1994,Drums,Electronic / Dance,,,,,,
D-Fect,Jah Victory,2009,Drums,Electronic / Dance,,,,,,
Just Jungle,Double Crisp,1994,Drums,Electronic / Dance,,,,,,
Krinjah,Bam Bam Remix,2001,Drums,Electronic / Dance,,,,,,
Martian Man,Unknown Amen,2016,Drums,Electronic / Dance,1u8oo9O8cZ3dsqFLhZJF2C,,,,,
Nu:Tone,'Til Dawn,2014,Drums,Electronic / Dance,5sQ3ekpnhQa7Dxn7AgiuaP,,,,,
Dax J,Angel Dust,2013,Drums,Electronic / Dance,1QlaZeOKjkhH0jRpK70tx2,,,,,
B Key,Test,2005,Drums,Electronic / Dance,,,,,,
Venetian Snares,Befriend a Childkiller Remix,2003,Drums,Electronic / Dance,,,,,,
World of Twist,"The Storm (12"" Version)",1990,Drums,Rock / Pop,,,,,,
Foreign Concept,Jaipur,2011,Drums,Electronic / Dance,55MfOsRSrcQ15GobCxe5eq,,,,,
Magnetic Man,Boiling Water,2010,Drums,Electronic / Dance,0HMw0bcfZni6Dau5wNPHlv,,,,,
Trackermatte,Konvex Positron,2011,Drums,Electronic / Dance,,,,,,
The Mad Capsule Markets,Loud Up!,2004,Drums,Rock / Pop,,,,,,
Sanodg,Amplitude,2010,Drums,Easy Listening,,,,,,
Furture and Missree,Black Smoke,2012,Drums,Electronic / Dance,,,,,,
DJ Hazard,Radius,2001,Drums,Electronic / Dance,,,,,,
Special Request,Ride,2012,Drums,Electronic / Dance,6kwQQCMv0PlCxXGqzTcLEJ,,,,,
Naughty Naughty,Untitled (Vol 3a),1993,Drums,Electronic / Dance,,,,,,
Naughty Naughty,Untitled (Vol 6a),1994,Drums,Electronic / Dance,,,,,,
Influx UK,Ghetto Messiah,2004,Drums,Electronic / Dance,,,,,,
Amen Orchestra,Notane,2006,Drums,Electronic / Dance,,,,,,
Secret Squirrel and AJ Flex,Come Rudebwoy,1992,Drums,Electronic / Dance,,,,,,
JMJ and Flytronix,Delusions,1996,Drums,Electronic / Dance,,,,,,
Bass2Base,Hypno 2,1992,Drums,Electronic / Dance,,,,,,
Lou X,Spara Palestinese...,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
Alphawezen,Frost,1998,Drums,Electronic / Dance,4w1KCWuRkfT5wVDLXhWiUB,,,,,
Magari's Kid,L-odgersou-l,2017,Drums,Electronic / Dance,,,,,,
Enduser,Vishnu's Eastern Block (Line 47 Remix),2004,Drums,Electronic / Dance,4z0Wzjjf4GiukjxE0Pusk6,,,,,
Alec Empire,Fuck You Up!,1993,Drums,Electronic / Dance,,,,,,
Ellis Dee,I Believe,1995,Drums,Electronic / Dance,,,,,,
Evoke,Runaway (Jimmy J & Cru-L-T Remix),1995,Drums,Electronic / Dance,,,,,,
The Skeleton Krew,Luv to Luv Ya,1992,Drums,Electronic / Dance,,,,,,
Intensity,Generations,1996,Drums,Electronic / Dance,,,,,,
"Big Vern, Evil Ed (2), Ram and Flight",Digital Maximum,1993,Drums,Electronic / Dance,,,,,,
DJ D Lux,Dub Fe Dub,1994,Drums,Electronic / Dance,,,,,,
Distimia,Defects of the Reason,2008,Drums,Electronic / Dance,,,,,,
Digital,Stop Out,2016,Drums,Electronic / Dance,,,,,,
Noise Factory,Be Free,1992,Drums,Electronic / Dance,,,,,,
Limewax,Raptor,2006,Drums,Electronic / Dance,0IlToqp6AxWN2mrHJDbhCn,,,,,
DJ Poppy,Yes,1995,Drums,Electronic / Dance,,,,,,
Jimmy J & Cru-L-T,I Want to Be Forever,1995,Drums,Electronic / Dance,2UFAAKzHPe7Yzq1pZIWSPm,,,,,
Life,Last Night,1995,Drums,Electronic / Dance,5auepChUKwbHO1NWBwqGBN,,,,,
Chatter B,Notch,1995,Drums,Electronic / Dance,,,,,,
Squarepusher,Hello Meow,2006,Drums,Electronic / Dance,5NiGo2cVctozuCn6jCdtjn,,,,,
Amen Andrews,Intelligent,2006,Drums,Electronic / Dance,,,,,,
DJ Crazee M,Genesis,1993,Drums,Electronic / Dance,,,,,,
DJ Plant Texture,Cyclone,2016,Drums,Electronic / Dance,2XFve87u2D7lKlvnO6HkYy,,,,,
Rude Operator,Gunman,2017,Drums,Electronic / Dance,2IYf4qz9cx2b3EuoxGIqsN,,,,,
Bounty Killer,Di Ride (Kambo Don Remix),2013,Drums,Electronic / Dance,,,,,,
Duran Duran,Electric Barbarella (Electric Sex Mix),1999,Drums,Rock / Pop,,,,,,
The PreC.I.S.E. MC,For the Brothers,1991,Drums,Hip-Hop / Rap / R&B,,,,,,
Wars Industry and Tripped,Au Revoir,2016,Drums,Electronic / Dance,,,,,,
Dylan,Whorror,2005,Drums,Electronic / Dance,,,,,,
Phuture-T,Singularity,2009,Drums,Electronic / Dance,1iBqX3Tzq8ZLU4BpfZ4xH6,,,,,
DJ Fresh,Don't Tell Me,2012,Drums,Electronic / Dance,,,,,,
Breakage,The Look,2005,Drums,Electronic / Dance,,,,,,
DJ Groove (Russia),MXXXIII,2014,Drums,Electronic / Dance,,,,,,
Amen Orchestra,Maq 7.1419,2006,Drums,Electronic / Dance,,,,,,
Amen Andrews and Spac Hand Luke,Murder,2006,Drums,Electronic / Dance,,,,,,
PFM,One for All,1996,Multiple Elements,Electronic / Dance,,,,,,
The Count and Sinden,Strange Things (High Rankin's Junglist Gentleman Remix),2009,Drums,Electronic / Dance,,,,,,
μ-Ziq,Lexicon,2007,Drums,Electronic / Dance,4h2kp4RacBthqJsYKEOdog,,,,,
μ-Ziq,Burst Your Arm,1999,Drums,Electronic / Dance,33RD0NL0IvPWHebdBI0rc7,0.668,0.917,0.623,98.873,386027.0
Kid Spatula,Hard Love,2000,Drums,Electronic / Dance,26ijhIdPEfw8CqUVr2aaJl,0.682,0.979,0.416,107.867,343107.0
DJ Demo,The Power of Love,1994,Drums,Electronic / Dance,,,,,,
Rabbit Junk,To All Good Night,2006,Drums,Rock / Pop,51yRVxMqMohcXaNBRBLTSJ,0.411,0.966,0.196,95.076,300373.0
DJ Scratchin',Get Ready,2011,Drums,Electronic / Dance,,,,,,
DJ Emerson,Call It What You Want,2015,Drums,Electronic / Dance,4G9eeWaL3RyMTHpa2g5Oz5,0.68,0.664,0.269,127.958,361417.0
Lets Be Friends,Pull Up Your Finger,2013,Drums,Electronic / Dance,6w6aD6Rcfxu6hHPftE4ulf,0.537,0.936,0.481,174.007,315172.0
The Upfull Rockers,The Prophet,2006,Drums,Electronic / Dance,,,,,,
Samuel Kerridge,Sonic Instruments of War #01,2015,Drums,Electronic / Dance,77udC9HFID8q7ZJP2DGOmc,0.376,0.989,0.055,101.059,248000.0
Dj Mowgly,Cook 2,1994,Drums,Electronic / Dance,0Y7YVb03PjuheObs9fGML7,0.735,0.895,0.932,156.926,383040.0
Undercover Agent,Oh Gosh!,1995,Drums,Electronic / Dance,,,,,,
Technical Itch and DJ Trace,Quad,2003,Drums,Electronic / Dance,,,,,,
Sugizo,Missing,1997,Drums,Electronic / Dance,,,,,,
B Key,Man of Science,2011,Drums,Electronic / Dance,,,,,,
DJ Ruffkutt and Bizzy B,100 Degrees,1995,Drums,Electronic / Dance,,,,,,
Southstar and Miracle,Omega Amen,2004,Drums,Electronic / Dance,,,,,,
Axis,Euphony,1998,Drums,Electronic / Dance,3j2fXsBhmOqF0c3yEVsrfy,0.511,0.863,0.213,163.847,318000.0
Enei,Hot Plate,2014,Drums,Electronic / Dance,24hlIIm1eCHV99erPKEZfT,0.625,0.942,0.364,169.973,307012.0
Digital,Down Under,1996,Drums,Electronic / Dance,3Q3wLr9yOTeHuYMBdiWYnm,0.548,0.855,0.224,159.827,444933.0
Dub One,Murder Sound,2009,Drums,Electronic / Dance,,,,,,
Technical Itch,Pressure Drop,2003,Drums,Electronic / Dance,375cJxv4cKib5U08Oj2aem,0.495,0.983,0.153,91.038,147653.0
Dom & Roland,The Storm,1996,Drums,Electronic / Dance,,,,,,
ISOpussy,Unbroken Circle,2008,Drums,Electronic / Dance,,,,,,
Konflict,New World Order,2000,Drums,Electronic / Dance,0Is9GRUV5eJWUBgYptJRZM,0.64,0.966,0.235,172.023,448467.0
The Essence,Intelligence,1995,Drums,Electronic / Dance,,,,,,
Katy B,Hot Like Fire,2014,Drums,Electronic / Dance,6aG7uakB3e307nFCe2LCGl,0.61,0.837,0.511,142.942,234613.0
Urban Shakedown,Arsonist,1995,Drums,Electronic / Dance,,,,,,
Poison Ladd S.L.R. and Beats in General,I Am Chaka (Ghetto Mix),1991,Multiple Elements,Hip-Hop / Rap / R&B,,,,,,
Random,Splash Woman (Reprise),2009,Drums,Hip-Hop / Rap / R&B,,,,,,
"Ed Rush, DJ Trace and Nico (Drum & Bass)",Droid,1996,Drums,Electronic / Dance,,,,,,
Squarepusher,Full Rinse,1997,Drums,Electronic / Dance,2rtE3q1zMWgLBU0hKFEzCW,0.637,0.976,0.364,94.999,146867.0
Nick Power and DJ KU,Mus Get Dark,1992,Drums,Electronic / Dance,,,,,,
D.K.Ritual,Death Does Not Dance,2012,Drums,Electronic / Dance,7GFz7n3YzQBtBWCrK5MhA0,0.468,0.865,0.0676,172.032,334884.0
Overlook,Distant Blues,2015,Drums,Electronic / Dance,1811ezubT0euN60qN0cA62,0.502,0.933,0.0761,110.577,453976.0
The Dream Team,Yeah Man (Remix),1995,Drums,Electronic / Dance,,,,,,
Curly Greylox,Fools Rushin,1993,Drums,Electronic / Dance,,,,,,
DJ Hvad,Støberiet Dubplate Mord,2010,Drums,Electronic / Dance,,,,,,
Technical Itch,Turn Me Out,2003,Drums,Electronic / Dance,,,,,,
Buzz Fuzz,Freedom,1995,Drums,Electronic / Dance,,,,,,
Bizzy B,Twisted Mentazm,1993,Drums,Electronic / Dance,05rZkGIBjueAtcDIi4ATdD,0.54,0.89,0.376,166.156,387747.0
Swift & Zinc,Refuze,1994,Drums,Electronic / Dance,,,,,,
Tango and Lighterman,Fall Down,2015,Drums,Electronic / Dance,,,,,,
Roni Size,Brown Paper Bag (Nobukazu Takemura Remix),1997,Drums,Electronic / Dance,,,,,,
Limewax,Fuck the Labels,2006,Drums,Electronic / Dance,2LCenBK6BzCbzIVBXjDL3W,0.41,0.997,0.33,175.113,439320.0
DJ Solo,Axis,1993,Drums,Electronic / Dance,,,,,,
Dubba Jonny,All In,2010,Drums,Electronic / Dance,6sDzeD1TJWl1fv6G2Zwlmj,0.487,0.921,0.547,140.105,258857.0
Scientists of Sound,Bustin' Loose,1992,Drums,Hip-Hop / Rap / R&B,,,,,,
JMJ & Richie,Montana,1997,Drums,Electronic / Dance,,,,,,
Dem 2 Ruff,Nice Tune,1994,Drums,Electronic / Dance,,,,,,
Remarc,Drum N' Bass Wise,1994,Drums,Electronic / Dance,051r73ZD0NY36EcOIRErb4,0.582,0.987,0.408,174.989,269580.0
Enduser,Not So Distant Drums,2004,Drums,Electronic / Dance,0qN7joHafrkZowrc0xvvmL,0.585,0.718,0.21,176.134,254093.0
Rabbit Junk,Orange Laces,2004,Drums,Rock / Pop,60Yr9Q6rzTd9MDUmQhrtPg,0.371,0.974,0.374,179.053,264080.0
Northern Connexion,The Bounce,1995,Drums,Electronic / Dance,,,,,,
Liquid Crystal,The Power Within,1992,Drums,Electronic / Dance,,,,,,
Paradox,Coaxial,1998,Drums,Electronic / Dance,,,,,,
Cham,Back Way (Kambo Don Remix),2013,Drums,Electronic / Dance,,,,,,
Aquarius,Drift to the Centre,1995,Drums,Electronic / Dance,,,,,,
Pitchshifter,Genius,1998,Drums,Rock / Pop,4GtKwWPKlVWrhmCmOGFb51,0.537,0.959,0.151,135.792,246507.0
Dillinja,Armoured D,1996,Drums,Electronic / Dance,,,,,,
O.F.T.B.,Criminal at Large,1992,Drums,Hip-Hop / Rap / R&B,,,,,,
The Mad Capsule Markets,All the Time at Sunny Beach,1999,Drums,Rock / Pop,,,,,,
Amen Andrews,Remember This,2003,Drums,Electronic / Dance,,,,,,
Zentash Gigawatt,Lost in the Jungle,2015,Drums,Electronic / Dance,5qEpSK6tlcJG4fpEcHoY51,0.776,0.692,0.21,94.831,263212.0
Ice Minus,Babylon,2002,Drums,Electronic / Dance,,,,,,
Photek,Say It,1997,Drums,Electronic / Dance,,,,,,
Merlin (Drum & Bass),Encounters,1995,Multiple Elements,Electronic / Dance,,,,,,
Bizzy B and Agent K,Original Gangster,1995,Drums,Electronic / Dance,,,,,,
DJ Nee,Can't Hold Back,2005,Drums,Electronic / Dance,,,,,,
Eternal Bass,Infinity,1994,Drums,Electronic / Dance,,,,,,
Luca Lozano,Outer Space,2015,Drums,Electronic / Dance,1eamr1XNyN7tM79uVu7KeH,0.749,0.924,0.612,127.998,398900.0
Remarc,In Da Hood,1996,Drums,Electronic / Dance,02FtiihB9qCkIDExDWIfeM,0.634,0.649,0.673,164.718,280730.0
SPL,The Exploding Star,2010,Drums,Electronic / Dance,6yqmPUumHaZ9r5agQcFfyV,0.258,0.939,0.432,175.039,384870.0
Renegade,Tear Out,1996,Drums,Electronic / Dance,,,,,,
Intense,Visions,1996,Drums,Electronic / Dance,,,,,,
Embee,Get Funky in the Place,1997,Drums,Electronic / Dance,,,,,,
Future Bound,Liquid Groove,1995,Drums,Electronic / Dance,,,,,,
Twisted Anger,Fist of Fury,1996,Drums,Electronic / Dance,,,,,,
K7,Let's Bang,1993,Hook / Riff,Electronic / Dance,6913b750qog7kQly54qcgH,0.749,0.893,0.75,119.964,299200.0
The Teknoist,Lion Girl,2006,Drums,Electronic / Dance,4IzZQDRKjpwp8yf13WSL2d,0.271,0.977,0.166,100.003,329027.0
Ellis Dee,Don't Stop Rocking,1992,Drums,Electronic / Dance,,,,,,
Sully,Crystal Cuts,2015,Drums,Electronic / Dance,2VReoz3USLvWv9IHfNlgPV,0.739,0.94,0.324,159.988,248115.0
Fold,Dreamscape,2015,Drums,Electronic / Dance,1bKSQX1AMxhprUiKPQhaPL,0.595,0.745,0.0415,130.017,422252.0
Evol Intent,Rock & Roll,2009,Drums,Electronic / Dance,,,,,,
Lemon D,Something I Feel,1993,Drums,Electronic / Dance,,,,,,
Alaska,The Vortex,1997,Drums,Electronic / Dance,1erkQuvCFnNloIqFN6LECN,0.296,0.945,0.585,164.881,518896.0
Clint Mansell,2πr,1999,Drums,Electronic / Dance,,,,,,
Freestylers,Frozen,2011,Drums,Electronic / Dance,5UdZvsDe5Wzrjp9eCWylVe,0.472,0.965,0.162,139.528,297238.0
"Rob Playford, Dom & Roland and Goldie",Distorted Dreams,1997,Drums,Electronic / Dance,,,,,,
Danny Baranowsky,Meatcraft (Remix),2011,Drums,Electronic / Dance,37TedGHV3FF1JMkHBfEVGv,0.593,0.701,0.215,142.025,211268.0
Bizzy B and TDK,Wicked Man,1995,Drums,Electronic / Dance,,,,,,
DJ Hype,We Must Unite,1996,Drums,Electronic / Dance,2ELCS4dvmKcxTvYgpJS1PO,0.609,0.947,0.792,164.819,376373.0
Shine 2009,Older,2013,Drums,Rock / Pop,4oiyC5zbHkd8B8ygvQEHp4,0.584,0.91,0.635,144.95,197999.0
Limewax,Changing Crisis,2005,Drums,Electronic / Dance,,,,,,
Limewax,The Limit,2005,Drums,Electronic / Dance,,,,,,
Limewax,Satanina,2005,Drums,Electronic / Dance,,,,,,
SPL,Fist,2007,Drums,Electronic / Dance,4vywuM7tBm9qxb7YR08dFD,0.456,0.994,0.221,174.959,352497.0
Limewax and SPL,The Spirits,2006,Drums,Electronic / Dance,,,,,,
JMJ & Richie,Free La Funk (PFM Remix),1995,Drums,Electronic / Dance,,,,,,
Ultra Sheriff,"Deception, Oil and Laser Beams (Blastoyz VS Socrates Remix)",2012,Drums,Electronic / Dance,,,,,,
DJ Dubplate,Free Your Soul,1993,Drums,Electronic / Dance,,,,,,
Cold Mission,These Memories,2015,Drums,Electronic / Dance,0uLhpi7pO08YokGYhmt1Mq,0.488,0.966,0.647,164.998,392727.0
Sigma,Running,2015,Drums,Electronic / Dance,3R2WmuTxsZX5HkGodyQuXx,0.606,0.784,0.091,127.477,189613.0
Remarc,Thunderclap,1995,Drums,Electronic / Dance,7dyiOG89ESSbxpYG54bmQz,0.398,0.926,0.414,164.543,322547.0
Serial Killaz,Lonely Dub,2009,Drums,Electronic / Dance,1JonzZjye1yJolu0GYNkfy,0.581,0.964,0.726,176.0,288977.0
Seba,Breaks Selection,2008,Drums,Electronic / Dance,2vjdWYmYqImuv8lG45aFYP,0.697,0.784,0.558,124.995,336400.0
"Slipmatt, Liquid and The Ragga Twins",Third Generation Dub (Billy Daniel Bunter & Sanxion Remix),2011,Drums,Electronic / Dance,,,,,,
FFF (2),Special Request,2011,Drums,Electronic / Dance,,,,,,
Equinox,Make You Flex,2009,Drums,Electronic / Dance,6ifrSzkiue1C1yKRKg3pEy,0.449,0.89,0.176,160.161,372573.0
Just Jungle,Listen Tune (VIP Mix),1996,Drums,Electronic / Dance,,,,,,
Nico (Drum & Bass),Omen (Unfair Cut),1997,Drums,Electronic / Dance,,,,,,
Intense,Time Space Continuem,1993,Drums,Electronic / Dance,,,,,,
Aerosmith,Falling in Love (Is Hard on the Knees) (Moby Fucked Mix),1997,Drums,Electronic / Dance,,,,,,
Homemade Weapons,Clarion Call,2016,Drums,Electronic / Dance,5yoWEGXE7uBZtpWoBqYPz8,0.436,0.909,0.309,169.955,350441.0
Demon Boyz,Jungle Dett (Hardcore House Remix),1992,Drums,Electronic / Dance,,,,,,
Olive,You're Not Alone (Ganja Kru Remix),1997,Drums,Electronic / Dance,,,,,,
Gremlinz and Stranjah,Breach,2004,Drums,Electronic / Dance,,,,,,
Eze-G,Worlds of Confusion,1993,Drums,Electronic / Dance,,,,,,
Hideki Naganuma,Evolution,1999,Drums,Soundtrack,,,,,,
Persian Prince,Truth,2015,Drums,Electronic / Dance,62vb4Yv2WK1wcU54Man7ON,0.591,0.81,0.489,174.943,344464.0
Critical Mass,Burning Love (The Viper Remix),2011,Drums,Electronic / Dance,3N1342LVCyVuZxfQ6a2KXP,0.513,0.96,0.198,172.993,293991.0
SPL,Pyramid Punk,2010,Drums,Electronic / Dance,07s5j6nviMaM0PiF2lYW5i,0.548,0.93,0.168,175.002,395172.0
Breakage,Kill Dem,2015,Drums,Electronic / Dance,37t3U3XXdbgSIgqdYHxFGX,0.633,0.839,0.39,169.984,244351.0
Special Request,Alone,2012,Drums,Electronic / Dance,19Twiro24Hb0QH1j13NVeI,0.449,0.902,0.641,184.158,389670.0
DJ NB,The Adventures of Natrix,2017,Drums,Electronic / Dance,3MYCyNwgyaxj5EN9Waytur,0.686,0.616,0.251,174.975,184621.0
Horx and P3000,The One (Breaks Mix),2012,Drums,Electronic / Dance,,,,,,
Logistics,Gang Colours,2011,Drums,Electronic / Dance,,,,,,
Alphonse,Same for Me (Junior Fairplay Remix),2015,Drums,Electronic / Dance,6YBPqK2cZgETI0tOAxiGsZ,0.617,0.767,0.322,128.987,483505.0
INXS,Elegantly Wasted (Shagsonic Remix),1997,Drums,Electronic / Dance,,,,,,
Dillinja,The Angels Fell,1995,Drums,Electronic / Dance,4PVzD2FbJuMi5TgKNEVURw,0.63,0.845,0.307,159.813,353093.0
Adam F,Eclipse,1994,Drums,Electronic / Dance,,,,,,
Amen Andrews and Spac Hand Luke,Multiple Stab Wounds,2006,Drums,Electronic / Dance,,,,,,
The Beatsquad,Roll the Drum,1995,Drums,Electronic / Dance,,,,,,
The Groove Sindikut,Niceness,1994,Drums,Electronic / Dance,,,,,,
Askari X,Ward of the State (Radio Edit),1992,Drums,Hip-Hop / Rap / R&B,,,,,,
MV,Never Alone (Zardonic Remix),2016,Drums,Electronic / Dance,7mJwihpMbrf7ISuHbotPiR,0.549,0.992,0.427,110.002,261830.0
The Flashbulb,Kirlian Choices,2005,Drums,Electronic / Dance,3j0AXYM5qNw4QnnNBh185x,0.696,0.759,0.23,99.963,303333.0
Aaron Spectre,Say More Fire,2007,Drums,Electronic / Dance,1F42nvYgNBwykqM8ltdCnc,0.427,0.976,0.683,191.709,453440.0
Teknambul,Choc Frontal (B1),1999,Drums,Electronic / Dance,,,,,,
Milanese,Mr Bad News (Clark Remix),2007,Drums,Electronic / Dance,05pZnpuQdrbeadcG82Ffdy,0.52,0.917,0.388,165.508,295933.0
Poison Clan,Some More Shit,1993,Drums,Hip-Hop / Rap / R&B,,,,,,
Dark Soldier,Dark Soldier (Back in the Day Mix),2000,Drums,Electronic / Dance,,,,,,
Illicit (2),Ain't No Sunshine,2006,Drums,Electronic / Dance,,,,,,
Chrizz Luvly,Amen,2011,Drums,Electronic / Dance,3fuASJWFrA29ivLsTy3lZJ,0.959,0.589,0.548,127.979,339910.0
Elementz of Noize,Hit the Deck,1995,Drums,Electronic / Dance,,,,,,
Limewax,Cracking Core,2005,Drums,Electronic / Dance,5GrhjD7kd6Mt4cSFqpwbdk,0.499,0.951,0.0725,144.501,126667.0
"Fermín Muguruza, Dut and Pablo Molina",Lepo Moztua,1997,Drums,Rock / Pop,,,,,,
Kryptic Minds,Drawback,2002,Drums,Electronic / Dance,,,,,,
The J.B.,The Realm,1995,Drums,Electronic / Dance,,,,,,
Enduser,2/3,2010,Drums,Electronic / Dance,2AdFCOk1edmthkriDcb6b8,0.433,0.986,0.0371,90.504,357453.0
Dr...um,Babylon Junglist,2011,Drums,Electronic / Dance,6ufCvtlyTbxJeFYnZQ4Lh0,0.413,0.636,0.17,92.349,400625.0
Amen Andrews,Rock,2003,Drums,Electronic / Dance,,,,,,
Highlander,Ruffneck,1995,Drums,Electronic / Dance,,,,,,
Erik Arbores,Get Ready,2013,Drums,Electronic / Dance,0a4NLbs3oTH2c1jnBqyyrb,0.582,0.987,0.365,126.073,170621.0
Technical Itch,Demon,2006,Drums,Electronic / Dance,,,,,,
Ex-Terrestrial,Blue Smoke,2016,Drums,Electronic / Dance,5RGMrIGmC1OcM1Set930FR,0.651,0.915,0.209,106.013,381943.0
Bone Man,Apollo,2015,Drums,Electronic / Dance,5Be4rLFeUofr65PQPxcgCK,0.367,0.798,0.219,175.954,413037.0
Naoki Kodaka,Exceeding the Limits,1996,Drums,Soundtrack,,,,,,
Future Primitive,Lift Me Up,1994,Drums,Electronic / Dance,0Om6b0JmkKcJtXeE1A140P,0.655,0.98,0.96,159.859,363013.0
Mad Dog,Secret Garden,1993,Drums,Electronic / Dance,,,,,,
DJ Nee,C if U Can Dance,2005,Drums,Electronic / Dance,,,,,,
M.T.S.,Hard Disk,1996,Drums,Electronic / Dance,,,,,,
Clouds,World Systems Cornwall Coliseum,2014,Drums,Electronic / Dance,2XC5YZMAxieSb0JnUpsxlJ,0.61,0.869,0.281,164.953,430594.0
Technical Itch,Wraith,2006,Drums,Electronic / Dance,,,,,,
SPL,Pistol Pants (SPL Remix),2012,Drums,Electronic / Dance,6glFjRbLGYiwIOj6tm6qCA,0.481,0.906,0.335,140.019,301747.0
Violetshaped,cX310 (JK Flesh Rescape),2013,Drums,Electronic / Dance,,,,,,
The Flashbulb,Lawn Wake II,2004,Drums,Electronic / Dance,0uHwSwGa54DVIzDhwYkGWJ,0.601,0.979,0.241,110.043,191227.0
Hixxy and Chuff,Smoogee's Asleep (Again!!),1995,Drums,Electronic / Dance,,,,,,
Hixxy,Saturday Night,1996,Drums,Electronic / Dance,,,,,,
Dr. Mario,Sociopath,2002,Drums,Electronic / Dance,0BMZkVXYNTtvKbYdRxI1eZ,0.237,0.961,0.176,139.206,386457.0
ARPXP,Dancers of the Stars,2016,Drums,Electronic / Dance,,,,,,
Luna-C,"Back Two, Basics",2006,Drums,Electronic / Dance,2HQZM3Yj2yEhgnhC4B88dQ,0.494,0.989,0.646,160.001,414775.0
ANTONIO (Techno Producer),Untitled D,2016,Drums,Electronic / Dance,,,,,,
Sens Unik,Marche À Suivre,1992,Drums,Hip-Hop / Rap / R&B,2JD0NV9kHyIPOerPqrpLUs,0.838,0.839,0.713,96.495,178533.0
Melt Unit,Bath Salts,2014,Drums,Electronic / Dance,,,,,,
Higher Level,Visions of Light,1994,Drums,Electronic / Dance,,,,,,
Bizzy B,16 Track Ting (Original Re-Edit),1996,Drums,Electronic / Dance,,,,,,
Probe-One,Polaris,2002,Drums,Electronic / Dance,5EdUhntXiulSCxOThcXYX8,0.417,0.964,0.39,170.103,436872.0
Amen Andrews,Automatic Truth,2014,Drums,Electronic / Dance,3AV0l0D6vkWxMV1Q5hNiIL,0.565,0.961,0.352,163.935,304495.0
Serial Killaz,In Your Eyes,2012,Drums,Electronic / Dance,4ymKdvJiHGdI61QUCOIq4f,0.461,0.984,0.687,175.994,325909.0
Heavyweight,Oh Gosh,1995,Drums,Electronic / Dance,,,,,,
American Head Charge,Irresponsible Hate Anthem,2000,Drums,Rock / Pop,51UpGhQXii6yJnNYjJ7xQg,0.449,0.985,0.362,93.981,235547.0
Akkord,Vector,2016,Drums,Electronic / Dance,1a83xblB0cRAVgJd07ohck,0.638,0.96,0.0934,127.979,313256.0
Venetian Snares,One Eye,2000,Drums,Electronic / Dance,,,,,,
Just Jungle,Very Last Drop,1995,Drums,Electronic / Dance,,,,,,
Chimpo,Frontline (Calibre Remix),2013,Drums,Electronic / Dance,,,,,,
Sam Binga,AYO!,2013,Drums,Electronic / Dance,6FbG3RpT3xgmTzZvnCDUo5,0.759,0.787,0.45,170.035,216686.0
Chaos & Julia Set,Atmosphere (Original Mix),1993,Drums,Electronic / Dance,,,,,,
Out Law Juice,Untitled (Side A),1995,Drums,Electronic / Dance,,,,,,
Active Force,Head Like a Pac Man,1995,Drums,Electronic / Dance,,,,,,
Nasty Habits and Doc Scott,Last Action Hero,2008,Drums,Electronic / Dance,,,,,,
Londy,Dor,2013,Drums,Electronic / Dance,,,,,,
Lemon D,Pursuit Thru the Darkness,1993,Drums,Electronic / Dance,,,,,,
Remarc,Ricky,1994,Drums,Electronic / Dance,,,,,,
Fierce (Drum & Bass) and S.P.Y,Borderline,2011,Drums,Electronic / Dance,,,,,,
Fermín Muguruza and Dut,Ibili,1997,Drums,Rock / Pop,,,,,,
Suburban Knights,State of Art,1994,Drums,Electronic / Dance,,,,,,
Boymerang,Blue Notes,1996,Drums,Electronic / Dance,,,,,,
Cut La Roc,The Drum With No Bass,1996,Drums,Electronic / Dance,3UQNHoWIEloInP4LNa0vUa,0.714,0.796,0.308,159.915,270840.0
Raw M.T.,Sky (Clean Mix),2016,Drums,Electronic / Dance,0y3c9mxXvjbe3qzAmn0cKJ,0.627,0.906,0.615,123.576,342921.0
Sigma,Nexus,2009,Drums,Electronic / Dance,4hkKGvCddUEnx584oWmpjI,0.479,0.958,0.189,87.477,323056.0
Limewax,Strike From the Land,2007,Drums,Electronic / Dance,,,,,,
